Price,Adj Close,Close,High,Low,Open,Volume
Ticker,TSX,TSX,TSX,TSX,TSX,TSX
Date,,,,,,
2017-01-03,4.300000190734863,4.300000190734863,4.380000114440918,4.199999809265137,4.380000114440918,19240
2017-01-04,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863,0
2017-01-05,4.300000190734863,4.300000190734863,4.300000190734863,4.199999809265137,4.300000190734863,1208
2017-01-06,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863,532
2017-01-09,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863,0
2017-01-10,3.9000000953674316,3.9000000953674316,4.0,3.9000000953674316,4.0,3109
2017-01-11,4.170000076293945,4.170000076293945,4.190000057220459,4.170000076293945,4.190000057220459,1775
2017-01-12,4.199999809265137,4.199999809265137,4.199999809265137,4.099999904632568,4.099999904632568,425
2017-01-13,5.0,5.0,5.0,4.199999809265137,4.199999809265137,210552
2017-01-17,4.400000095367432,4.400000095367432,4.550000190734863,4.400000095367432,4.550000190734863,73
2017-01-18,4.900000095367432,4.900000095367432,4.900000095367432,4.5,4.5,6016
2017-01-19,4.849999904632568,4.849999904632568,5.099999904632568,4.400000095367432,5.099999904632568,88232
2017-01-20,5.0,5.0,5.0,4.900000095367432,4.900000095367432,3005
2017-01-23,4.949999809265137,4.949999809265137,4.949999809265137,4.300000190734863,4.300000190734863,21527
2017-01-24,4.800000190734863,4.800000190734863,5.25,4.800000190734863,4.949999809265137,70024
2017-01-25,5.199999809265137,5.199999809265137,5.550000190734863,4.800000190734863,5.550000190734863,22526
2017-01-26,5.179999828338623,5.179999828338623,5.199999809265137,5.0,5.199999809265137,17758
2017-01-27,5.179999828338623,5.179999828338623,5.179999828338623,5.0,5.0,103
2017-01-30,5.0,5.0,5.179999828338623,5.0,5.179999828338623,852
2017-01-31,4.949999809265137,4.949999809265137,4.949999809265137,4.349999904632568,4.349999904632568,32821
2017-02-01,4.900000095367432,4.900000095367432,4.900000095367432,4.400000095367432,4.400000095367432,8010
2017-02-02,5.099999904632568,5.099999904632568,5.099999904632568,4.949999809265137,4.949999809265137,4000
2017-02-03,4.949999809265137,4.949999809265137,4.949999809265137,4.900000095367432,4.900000095367432,100000
2017-02-06,5.099999904632568,5.099999904632568,5.099999904632568,4.849999904632568,4.849999904632568,33376
2017-02-07,5.5,5.5,5.5,4.849999904632568,5.0,42354
2017-02-08,5.380000114440918,5.380000114440918,5.400000095367432,5.380000114440918,5.400000095367432,596
2017-02-09,4.849999904632568,4.849999904632568,4.849999904632568,4.849999904632568,4.849999904632568,6
2017-02-10,5.5,5.5,5.5,5.300000190734863,5.300000190734863,25017
2017-02-13,5.5,5.5,5.5,5.5,5.5,0
2017-02-14,5.5,5.5,5.5,4.650000095367432,4.849999904632568,11250
2017-02-15,5.5,5.5,5.5,5.5,5.5,0
2017-02-16,5.5,5.5,5.5,5.260000228881836,5.260000228881836,13531
2017-02-17,5.150000095367432,5.150000095367432,5.5,5.150000095367432,5.5,13728
2017-02-21,4.550000190734863,4.550000190734863,4.550000190734863,4.550000190734863,4.550000190734863,2253
2017-02-22,4.550000190734863,4.550000190734863,4.550000190734863,4.550000190734863,4.550000190734863,0
2017-02-23,4.75,4.75,4.760000228881836,4.75,4.760000228881836,176
2017-02-24,5.25,5.25,5.25,4.75,4.75,6500
2017-02-27,5.0,5.0,5.25,4.639999866485596,5.25,9778
2017-02-28,4.599999904632568,4.599999904632568,5.0,4.599999904632568,5.0,2332
2017-03-01,4.599999904632568,4.599999904632568,4.610000133514404,4.599999904632568,4.599999904632568,7036
2017-03-02,4.599999904632568,4.599999904632568,4.599999904632568,4.599999904632568,4.599999904632568,2771
2017-03-03,4.699999809265137,4.699999809265137,5.0,4.599999904632568,4.599999904632568,1550
2017-03-06,4.679999828338623,4.679999828338623,4.699999809265137,4.550000190734863,4.699999809265137,2511
2017-03-07,4.519999980926514,4.519999980926514,4.699999809265137,4.519999980926514,4.679999828338623,1022
2017-03-08,4.519999980926514,4.519999980926514,4.519999980926514,4.519999980926514,4.519999980926514,15
2017-03-09,4.519999980926514,4.519999980926514,4.550000190734863,4.519999980926514,4.550000190734863,5448
2017-03-10,4.110000133514404,4.110000133514404,4.519999980926514,4.110000133514404,4.519999980926514,1064
2017-03-13,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,9359
2017-03-14,4.300000190734863,4.300000190734863,4.300000190734863,4.21999979019165,4.21999979019165,1006
2017-03-15,4.110000133514404,4.110000133514404,4.300000190734863,4.079999923706055,4.300000190734863,1109
2017-03-16,4.949999809265137,4.949999809265137,4.949999809265137,4.159999847412109,4.159999847412109,11849
2017-03-17,4.949999809265137,4.949999809265137,4.949999809265137,4.949999809265137,4.949999809265137,5000
2017-03-20,4.210000038146973,4.210000038146973,4.889999866485596,4.210000038146973,4.889999866485596,409
2017-03-21,4.210000038146973,4.210000038146973,4.210000038146973,4.210000038146973,4.210000038146973,0
2017-03-22,4.349999904632568,4.349999904632568,4.869999885559082,4.349999904632568,4.869999885559082,613
2017-03-23,4.210000038146973,4.210000038146973,4.599999904632568,4.210000038146973,4.599999904632568,1512
2017-03-24,4.880000114440918,4.880000114440918,4.880000114440918,4.260000228881836,4.260000228881836,12855
2017-03-27,4.880000114440918,4.880000114440918,4.880000114440918,4.880000114440918,4.880000114440918,0
2017-03-28,4.820000171661377,4.820000171661377,4.820000171661377,4.820000171661377,4.820000171661377,590
2017-03-29,4.269999980926514,4.269999980926514,4.829999923706055,4.260000228881836,4.829999923706055,12185
2017-03-30,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863,10019
2017-03-31,4.070000171661377,4.070000171661377,4.070000171661377,4.070000171661377,4.070000171661377,2
2017-04-03,4.070000171661377,4.070000171661377,4.070000171661377,4.070000171661377,4.070000171661377,3
2017-04-04,4.0,4.0,4.070000171661377,4.0,4.070000171661377,1975
2017-04-05,3.5999999046325684,3.5999999046325684,3.5999999046325684,3.5999999046325684,3.5999999046325684,12
2017-04-06,4.300000190734863,4.300000190734863,4.300000190734863,3.859999895095825,4.300000190734863,14554
2017-04-07,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863,0
2017-04-10,3.8499999046325684,3.8499999046325684,4.25,3.8499999046325684,4.25,3200
2017-04-11,3.8499999046325684,3.8499999046325684,3.8499999046325684,3.8499999046325684,3.8499999046325684,0
2017-04-12,3.9600000381469727,3.9600000381469727,4.119999885559082,3.950000047683716,4.010000228881836,9050
2017-04-13,4.0,4.0,4.289999961853027,3.9600000381469727,4.150000095367432,1018
2017-04-17,4.0,4.0,4.0,4.0,4.0,0
2017-04-18,4.699999809265137,4.699999809265137,4.699999809265137,4.0,4.019999980926514,35740
2017-04-19,4.670000076293945,4.670000076293945,4.690000057220459,4.010000228881836,4.679999828338623,94
2017-04-20,4.139999866485596,4.139999866485596,4.639999866485596,4.0,4.0,56
2017-04-21,4.639999866485596,4.639999866485596,4.639999866485596,4.010000228881836,4.639999866485596,634
2017-04-24,4.5,4.5,4.5,4.5,4.5,20000
2017-04-25,4.0,4.0,4.5,4.0,4.5,10156
2017-04-26,3.799999952316284,3.799999952316284,3.799999952316284,3.5999999046325684,3.619999885559082,34717
2017-04-27,3.799999952316284,3.799999952316284,3.799999952316284,3.799999952316284,3.799999952316284,0
2017-04-28,4.349999904632568,4.349999904632568,4.349999904632568,3.8499999046325684,4.0,168790
2017-05-01,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,0
2017-05-02,4.349999904632568,4.349999904632568,4.349999904632568,4.150000095367432,4.150000095367432,4350
2017-05-03,4.289999961853027,4.289999961853027,4.289999961853027,3.950000047683716,3.950000047683716,1100
2017-05-04,4.289999961853027,4.289999961853027,4.289999961853027,4.289999961853027,4.289999961853027,0
2017-05-05,4.289999961853027,4.289999961853027,4.289999961853027,3.950000047683716,3.950000047683716,4309
2017-05-08,4.239999771118164,4.239999771118164,4.239999771118164,4.099999904632568,4.099999904632568,1100
2017-05-09,4.239999771118164,4.239999771118164,4.239999771118164,4.239999771118164,4.239999771118164,0
2017-05-10,4.239999771118164,4.239999771118164,4.239999771118164,4.239999771118164,4.239999771118164,0
2017-05-11,4.190000057220459,4.190000057220459,4.190000057220459,3.6500000953674316,3.6500000953674316,920
2017-05-12,4.199999809265137,4.199999809265137,4.199999809265137,3.6600000858306885,3.6600000858306885,1893
2017-05-15,3.75,3.75,3.75,3.75,3.75,22
2017-05-16,4.0,4.0,4.230000019073486,3.869999885559082,4.230000019073486,17919
2017-05-17,4.340000152587891,4.340000152587891,4.340000152587891,4.010000228881836,4.010000228881836,1530
2017-05-18,4.340000152587891,4.340000152587891,4.340000152587891,4.340000152587891,4.340000152587891,0
2017-05-19,4.340000152587891,4.340000152587891,4.340000152587891,4.340000152587891,4.340000152587891,0
2017-05-22,4.28000020980835,4.28000020980835,4.28000020980835,3.9000000953674316,4.0,7381
2017-05-23,4.28000020980835,4.28000020980835,4.28000020980835,4.28000020980835,4.28000020980835,0
2017-05-24,4.28000020980835,4.28000020980835,4.28000020980835,4.28000020980835,4.28000020980835,0
2017-05-25,4.25,4.25,4.269999980926514,3.9000000953674316,4.25,2686
2017-05-26,4.25,4.25,4.25,4.25,4.25,0
2017-05-30,4.099999904632568,4.099999904632568,4.099999904632568,3.5999999046325684,3.5999999046325684,1356
2017-05-31,4.099999904632568,4.099999904632568,4.099999904632568,3.630000114440918,4.090000152587891,1597
2017-06-01,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568,0
2017-06-02,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.75,3.75,549
2017-06-05,3.890000104904175,3.890000104904175,3.890000104904175,3.630000114440918,3.630000114440918,10223
2017-06-06,3.880000114440918,3.880000114440918,3.880000114440918,3.549999952316284,3.549999952316284,9284
2017-06-07,3.880000114440918,3.880000114440918,3.880000114440918,3.880000114440918,3.880000114440918,0
2017-06-08,3.609999895095825,3.609999895095825,3.700000047683716,3.5999999046325684,3.5999999046325684,20656
2017-06-09,3.5,3.5,3.549999952316284,3.5,3.549999952316284,9865
2017-06-12,3.509999990463257,3.509999990463257,3.509999990463257,3.509999990463257,3.509999990463257,106
2017-06-13,3.430000066757202,3.430000066757202,3.430000066757202,3.380000114440918,3.380000114440918,2896
2017-06-14,3.549999952316284,3.549999952316284,3.549999952316284,3.380000114440918,3.450000047683716,2016
2017-06-15,3.5,3.5,3.75,3.0299999713897705,3.369999885559082,73832
2017-06-16,3.5,3.5,3.5,3.5,3.5,0
2017-06-19,3.5,3.5,3.5,3.5,3.5,0
2017-06-20,3.0199999809265137,3.0199999809265137,3.7899999618530273,3.0199999809265137,3.7899999618530273,3691
2017-06-21,3.799999952316284,3.799999952316284,4.050000190734863,3.75,3.7899999618530273,105852
2017-06-22,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.700000047683716,3.799999952316284,26712
2017-06-23,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,0
2017-06-26,3.890000104904175,3.890000104904175,3.890000104904175,3.890000104904175,3.890000104904175,2169
2017-06-27,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,208
2017-06-28,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,80
2017-06-29,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,0
2017-06-30,3.109999895095825,3.109999895095825,3.109999895095825,3.109999895095825,3.109999895095825,123
2017-07-03,3.119999885559082,3.119999885559082,3.119999885559082,3.119999885559082,3.119999885559082,40
2017-07-05,3.109999895095825,3.109999895095825,3.109999895095825,3.109999895095825,3.109999895095825,700
2017-07-06,3.109999895095825,3.109999895095825,3.109999895095825,3.109999895095825,3.109999895095825,2324
2017-07-07,3.700000047683716,3.700000047683716,3.700000047683716,3.109999895095825,3.109999895095825,1599
2017-07-10,3.690000057220459,3.690000057220459,3.700000047683716,3.0999999046325684,3.700000047683716,21970
2017-07-11,3.690000057220459,3.690000057220459,3.690000057220459,3.680000066757202,3.680000066757202,21133
2017-07-12,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.680000066757202,3.680000066757202,4436
2017-07-13,3.319999933242798,3.319999933242798,3.319999933242798,3.319999933242798,3.319999933242798,105
2017-07-14,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.3499999046325684,3.359999895095825,11339
2017-07-17,3.3499999046325684,3.3499999046325684,3.3499999046325684,3.3499999046325684,3.3499999046325684,35
2017-07-18,3.3499999046325684,3.3499999046325684,3.3499999046325684,3.3499999046325684,3.3499999046325684,0
2017-07-19,3.8399999141693115,3.8399999141693115,3.8399999141693115,3.359999895095825,3.359999895095825,36
2017-07-20,3.359999895095825,3.359999895095825,3.869999885559082,3.359999895095825,3.869999885559082,38
2017-07-21,3.359999895095825,3.359999895095825,3.359999895095825,3.359999895095825,3.359999895095825,0
2017-07-24,3.8399999141693115,3.8399999141693115,3.8499999046325684,3.4000000953674316,3.4000000953674316,197
2017-07-25,3.8399999141693115,3.8399999141693115,3.8399999141693115,3.8399999141693115,3.8399999141693115,1
2017-07-26,3.8399999141693115,3.8399999141693115,3.8399999141693115,3.8399999141693115,3.8399999141693115,88
2017-07-27,3.8399999141693115,3.8399999141693115,3.8399999141693115,3.8399999141693115,3.8399999141693115,1
2017-07-28,3.890000104904175,3.890000104904175,3.890000104904175,3.549999952316284,3.549999952316284,22
2017-07-31,3.4000000953674316,3.4000000953674316,3.4000000953674316,3.4000000953674316,3.4000000953674316,1500
2017-08-01,3.8299999237060547,3.8299999237060547,3.8299999237060547,3.4000000953674316,3.4000000953674316,8
2017-08-02,3.5,3.5,3.8299999237060547,3.5,3.8299999237060547,129
2017-08-03,3.690000057220459,3.690000057220459,3.890000104904175,3.690000057220459,3.890000104904175,1129
2017-08-04,3.690000057220459,3.690000057220459,3.690000057220459,3.0999999046325684,3.690000057220459,14993
2017-08-07,3.5999999046325684,3.5999999046325684,3.5999999046325684,3.5999999046325684,3.5999999046325684,1
2017-08-08,3.0999999046325684,3.0999999046325684,3.0999999046325684,3.0999999046325684,3.0999999046325684,28
2017-08-09,3.0999999046325684,3.0999999046325684,3.0999999046325684,3.0999999046325684,3.0999999046325684,0
2017-08-10,3.5999999046325684,3.5999999046325684,3.5999999046325684,3.5999999046325684,3.5999999046325684,3640
2017-08-11,3.0999999046325684,3.0999999046325684,3.200000047683716,3.0199999809265137,3.0199999809265137,354
2017-08-14,3.200000047683716,3.200000047683716,3.259999990463257,3.200000047683716,3.25,6238
2017-08-15,3.0199999809265137,3.0199999809265137,3.0199999809265137,3.0199999809265137,3.0199999809265137,292
2017-08-16,3.119999885559082,3.119999885559082,3.119999885559082,3.119999885559082,3.119999885559082,9
2017-08-17,3.200000047683716,3.200000047683716,3.200000047683716,3.109999895095825,3.109999895095825,3991
2017-08-18,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,0
2017-08-21,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,0
2017-08-22,3.009999990463257,3.009999990463257,3.009999990463257,3.009999990463257,3.009999990463257,515
2017-08-23,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,3240
2017-08-24,3.009999990463257,3.009999990463257,3.130000114440918,3.009999990463257,3.009999990463257,15538
2017-08-25,3.1700000762939453,3.1700000762939453,3.1700000762939453,3.1700000762939453,3.1700000762939453,3079
2017-08-28,3.1500000953674316,3.1500000953674316,3.1700000762939453,2.75,2.75,1164
2017-08-29,3.1700000762939453,3.1700000762939453,3.5,2.109999895095825,2.109999895095825,22424
2017-08-30,3.5,3.5,3.5,3.5,3.5,465
2017-08-31,3.4600000381469727,3.4600000381469727,3.4800000190734863,3.069999933242798,3.069999933242798,60338
2017-09-01,3.4600000381469727,3.4600000381469727,3.4600000381469727,3.4600000381469727,3.4600000381469727,0
2017-09-05,3.069999933242798,3.069999933242798,3.069999933242798,2.700000047683716,2.700000047683716,9219
2017-09-06,3.1500000953674316,3.1500000953674316,3.1500000953674316,3.0,3.0,8094
2017-09-07,3.1500000953674316,3.1500000953674316,3.1500000953674316,3.1500000953674316,3.1500000953674316,0
2017-09-08,3.1500000953674316,3.1500000953674316,3.1500000953674316,3.1500000953674316,3.1500000953674316,0
2017-09-11,3.1500000953674316,3.1500000953674316,3.1500000953674316,3.1500000953674316,3.1500000953674316,0
2017-09-12,2.990000009536743,2.990000009536743,2.990000009536743,2.009999990463257,2.009999990463257,5956
2017-09-13,2.799999952316284,2.799999952316284,2.9000000953674316,2.799999952316284,2.890000104904175,2116
2017-09-14,2.799999952316284,2.799999952316284,2.799999952316284,2.799999952316284,2.799999952316284,0
2017-09-15,2.509999990463257,2.509999990463257,2.700000047683716,2.509999990463257,2.700000047683716,43429
2017-09-18,2.5299999713897705,2.5299999713897705,2.5399999618530273,2.509999990463257,2.509999990463257,26725
2017-09-19,2.380000114440918,2.380000114440918,2.5999999046325684,2.309999942779541,2.4000000953674316,1686
2017-09-20,2.380000114440918,2.380000114440918,2.380000114440918,2.380000114440918,2.380000114440918,10
2017-09-21,2.299999952316284,2.299999952316284,2.299999952316284,2.299999952316284,2.299999952316284,18
2017-09-22,2.5,2.5,2.5,2.069999933242798,2.299999952316284,4401
2017-09-25,2.5,2.5,2.5,2.5,2.5,0
